,id,datum,m01ab,m01ae,n02ba,n02be,n05b,n05c,r03,r06,year,Drug Classification
1605,4212,2018-05-26,3.33,2.759,7.0,16.262,7.0,0.0,3.0,5.0,2018,Musculo-Skeletal System Drugs
1606,4213,2018-05-27,6.33,4.518,5.0,49.262,6.0,1.0,0.0,11.0,2018,Musculo-Skeletal System Drugs
1607,4214,2018-05-28,7.0,3.01,1.2,19.6,7.0,0.0,7.0,6.0,2018,Musculo-Skeletal System Drugs
1608,4215,2018-05-29,9.0,4.033,3.3,21.25,7.0,0.0,4.0,6.0,2018,Musculo-Skeletal System Drugs
1609,4216,2018-05-30,4.34,1.67,2.0,16.4,9.0,0.0,14.0,10.0,2018,Musculo-Skeletal System Drugs
1610,4217,2018-05-31,3.5,3.66,1.35,11.4,10.0,0.0,8.0,5.64,2018,Musculo-Skeletal System Drugs
1611,4218,2018-01-06,12.33,2.18,4.0,29.0,9.0,0.0,5.0,3.0,2018,Musculo-Skeletal System Drugs
1612,4219,2018-02-06,8.0,3.0860000000000003,4.0,23.0,9.0,3.0,7.0,9.0,2018,Musculo-Skeletal System Drugs
1613,4220,2018-03-06,5.0,2.7460000000000004,1.0,22.4,8.0,1.0,0.0,2.0,2018,Musculo-Skeletal System Drugs
1614,4221,2018-04-06,3.33,3.0,6.0,19.0,3.0,0.0,6.0,6.0,2018,Musculo-Skeletal System Drugs
1615,4222,2018-05-06,4.33,3.67,1.05,20.0,7.0,2.0,0.0,7.0,2018,Musculo-Skeletal System Drugs
1616,4223,2018-06-06,6.0,2.34,0.15,17.25,16.0,3.0,0.0,2.0,2018,Musculo-Skeletal System Drugs
1617,4224,2018-07-06,2.0,4.5280000000000005,0.25,19.0,11.0,1.0,10.0,2.0,2018,Musculo-Skeletal System Drugs
1618,4225,2018-08-06,4.0,1.33,2.0,9.0,6.0,0.0,2.0,4.4,2018,Musculo-Skeletal System Drugs
1619,4226,2018-09-06,8.0,6.462000000000001,3.0,21.0,11.0,0.0,5.0,0.0,2018,Musculo-Skeletal System Drugs
1620,4227,2018-10-06,2.66,4.6930000000000005,5.0,33.2,7.0,0.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1621,4228,2018-11-06,8.0,8.33,3.1,17.0,17.0,0.0,0.0,6.0,2018,Musculo-Skeletal System Drugs
1622,4229,2018-12-06,2.34,4.5,4.0,18.186,3.0,0.0,1.0,7.4,2018,Musculo-Skeletal System Drugs
1623,4230,2018-06-13,12.0,4.33,1.2,22.25,1.0,0.0,0.0,2.0,2018,Musculo-Skeletal System Drugs
1624,4231,2018-06-14,0.0,1.0,1.0,22.0,11.0,0.0,0.0,2.0,2018,Musculo-Skeletal System Drugs
1625,4232,2018-06-15,1.0,0.066,0.3,11.133,10.0,0.0,8.0,2.0,2018,Musculo-Skeletal System Drugs
1626,4233,2018-06-16,3.34,6.382999999999999,5.0,10.0,5.0,0.0,2.0,7.0,2018,Musculo-Skeletal System Drugs
1627,4234,2018-06-17,4.84,6.586,6.0,24.0,10.0,0.0,5.0,4.0,2018,Musculo-Skeletal System Drugs
1628,4235,2018-06-18,4.5,1.33,2.1,14.0,4.0,0.0,1.0,6.0,2018,Musculo-Skeletal System Drugs
1629,4236,2018-06-19,4.0,3.34,4.0,23.0,8.0,0.0,5.0,3.0,2018,Musculo-Skeletal System Drugs
1630,4237,2018-06-20,3.66,4.5280000000000005,2.5,15.062000000000001,8.0,3.0,11.0,2.6,2018,Musculo-Skeletal System Drugs
1631,4238,2018-06-21,3.35,2.9130000000000003,4.0,36.0,5.0,0.0,5.0,10.5,2018,Musculo-Skeletal System Drugs
1632,4239,2018-06-22,5.0,5.099,4.15,12.0,3.0,0.0,6.0,5.5,2018,Musculo-Skeletal System Drugs
1633,4240,2018-06-23,5.33,7.343,2.0,14.0,7.0,0.0,1.0,2.0,2018,Musculo-Skeletal System Drugs
1634,4241,2018-06-24,1.67,4.746,2.0,29.0,10.0,0.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1635,4242,2018-06-25,3.33,3.0989999999999998,0.0,31.061999999999998,12.0,3.0,5.0,2.0,2018,Musculo-Skeletal System Drugs
1636,4243,2018-06-26,10.33,5.67,3.0,15.0,6.0,0.0,9.0,4.4,2018,Musculo-Skeletal System Drugs
1637,4244,2018-06-27,2.0,2.396,3.0,11.0,10.0,0.0,2.0,3.0,2018,Musculo-Skeletal System Drugs
1638,4245,2018-06-28,3.0,2.1919999999999997,4.0,10.0,13.0,0.0,5.0,2.0,2018,Musculo-Skeletal System Drugs
1639,4246,2018-06-29,1.0,3.0,2.0,10.0,8.0,0.0,0.0,4.0,2018,Musculo-Skeletal System Drugs
1640,4247,2018-06-30,6.84,3.34,7.0,26.8,10.0,2.0,0.0,4.0,2018,Musculo-Skeletal System Drugs
1641,4248,2018-01-07,2.0,3.693,1.0,22.0,7.0,0.0,10.0,4.0,2018,Musculo-Skeletal System Drugs
1642,4249,2018-02-07,3.33,6.33,3.0,24.6,18.0,0.0,3.0,7.0,2018,Musculo-Skeletal System Drugs
1643,4250,2018-03-07,6.34,2.33,1.0,13.6,9.0,0.0,8.0,3.0,2018,Musculo-Skeletal System Drugs
1644,4251,2018-04-07,1.0,2.83,3.5,16.25,6.0,0.0,22.0,7.0,2018,Musculo-Skeletal System Drugs
1645,4252,2018-05-07,4.33,2.759,4.0,15.0,6.0,3.0,3.0,1.0,2018,Musculo-Skeletal System Drugs
1646,4253,2018-06-07,2.33,5.33,1.25,20.0,15.0,0.0,0.0,6.0,2018,Musculo-Skeletal System Drugs
1647,4254,2018-07-07,6.33,8.52,7.0,19.0,14.0,0.0,0.0,5.5,2018,Musculo-Skeletal System Drugs
1648,4255,2018-08-07,7.33,5.211,2.0,28.0,10.0,0.0,5.0,4.0,2018,Musculo-Skeletal System Drugs
1649,4256,2018-09-07,3.33,2.0,4.0,31.0,12.0,3.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1650,4257,2018-10-07,6.0,6.36,4.0,34.0,9.0,2.0,2.0,4.0,2018,Musculo-Skeletal System Drugs
1651,4258,2018-11-07,10.0,3.363,3.0,29.4,13.0,0.0,6.0,2.0,2018,Musculo-Skeletal System Drugs
1652,4259,2018-12-07,3.0,4.34,7.0,24.0,11.0,4.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1653,4260,2018-07-13,1.34,2.67,1.15,22.0,5.0,0.0,2.0,3.0,2018,Musculo-Skeletal System Drugs
1654,4261,2018-07-14,0.0,3.2,0.0,26.0,8.0,0.0,0.0,1.4,2018,Musculo-Skeletal System Drugs
1655,4262,2018-07-15,10.0,9.42,3.5,23.0,4.0,0.0,1.0,7.0,2018,Musculo-Skeletal System Drugs
1656,4263,2018-07-16,9.33,5.023,1.0,22.0,8.0,0.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1657,4264,2018-07-17,2.33,3.66,2.0,29.4,13.0,0.0,0.0,6.0,2018,Musculo-Skeletal System Drugs
1658,4265,2018-07-18,2.5,2.8369999999999997,5.0,10.0,17.0,0.0,12.0,6.0,2018,Musculo-Skeletal System Drugs
1659,4266,2018-07-19,6.84,4.0,3.0,16.0,14.0,1.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1660,4267,2018-07-20,5.0,7.1770000000000005,5.0,35.2,2.0,1.0,2.0,4.0,2018,Musculo-Skeletal System Drugs
1661,4268,2018-07-21,4.0,5.02,0.3,22.0,7.0,0.0,5.0,1.0,2018,Musculo-Skeletal System Drugs
1662,4269,2018-07-22,3.66,4.34,0.0,31.0,4.0,0.0,5.0,6.0,2018,Musculo-Skeletal System Drugs
1663,4270,2018-07-23,8.68,1.8630000000000002,2.1,12.0,15.0,1.0,0.0,5.3,2018,Musculo-Skeletal System Drugs
1664,4271,2018-07-24,9.68,4.0,2.0,22.0,4.0,1.0,2.0,2.0,2018,Musculo-Skeletal System Drugs
1665,4272,2018-07-25,5.0,2.68,2.0,16.0,7.0,0.0,0.0,2.0,2018,Musculo-Skeletal System Drugs
1666,4273,2018-07-26,4.33,1.827,5.0,24.0,4.0,0.0,1.0,4.0,2018,Musculo-Skeletal System Drugs
1667,4274,2018-07-27,2.34,3.34,3.0,19.4,11.0,0.0,1.0,6.0,2018,Musculo-Skeletal System Drugs
1668,4275,2018-07-28,6.0,4.01,1.0,24.5,9.0,0.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1669,4276,2018-07-29,3.5,4.35,2.1,9.0,7.0,1.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1670,4277,2018-07-30,3.0,6.33,5.3,26.0,9.0,2.0,0.0,4.0,2018,Musculo-Skeletal System Drugs
1671,4278,2018-07-31,7.33,3.736,3.0,13.0,5.0,0.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1672,4279,2018-01-08,1.0,2.34,1.0,14.0,9.0,1.0,1.0,7.0,2018,Musculo-Skeletal System Drugs
1673,4280,2018-02-08,0.0,1.0,0.0,11.0,11.0,0.0,2.0,5.0,2018,Musculo-Skeletal System Drugs
1674,4281,2018-03-08,4.01,2.67,2.0,21.0,9.0,0.0,0.0,1.0,2018,Musculo-Skeletal System Drugs
1675,4282,2018-04-08,5.0,3.87,2.0,8.0,11.0,3.0,0.0,8.0,2018,Musculo-Skeletal System Drugs
1676,4283,2018-05-08,6.0,0.99,5.0,13.0,4.0,2.0,6.0,1.3,2018,Musculo-Skeletal System Drugs
1677,4284,2018-06-08,8.33,6.165,2.0,21.388,7.0,0.0,6.0,2.0,2018,Musculo-Skeletal System Drugs
1678,4285,2018-07-08,2.33,2.67,8.0,15.0,7.0,1.0,1.0,3.0,2018,Musculo-Skeletal System Drugs
1679,4286,2018-08-08,4.33,2.793,2.0,10.0,13.0,0.0,0.0,2.0,2018,Musculo-Skeletal System Drugs
1680,4287,2018-09-08,2.67,3.0660000000000003,1.0,29.4,13.0,0.0,0.0,2.0,2018,Musculo-Skeletal System Drugs
1681,4288,2018-10-08,6.0,4.0,4.0,19.0,4.0,0.0,0.0,2.0,2018,Musculo-Skeletal System Drugs
1682,4289,2018-11-08,4.0,4.133,6.0,37.0,16.0,1.0,5.0,10.0,2018,Musculo-Skeletal System Drugs
1683,4290,2018-12-08,10.99,4.99,6.0,16.0,6.0,0.0,1.0,2.0,2018,Musculo-Skeletal System Drugs
1684,4291,2018-08-13,3.33,5.02,2.0,23.25,15.0,0.0,3.0,2.0,2018,Musculo-Skeletal System Drugs
1685,4292,2018-08-14,1.33,2.736,5.0,12.0,9.0,0.0,4.0,5.0,2018,Musculo-Skeletal System Drugs
1686,4293,2018-08-15,8.34,4.199,2.0,32.2,13.0,2.0,0.0,1.0,2018,Musculo-Skeletal System Drugs
1687,4294,2018-08-16,3.33,8.729,4.0,27.4,6.0,3.0,5.0,5.0,2018,Musculo-Skeletal System Drugs
1688,4295,2018-08-17,2.33,2.99,2.4,23.0,5.0,1.0,5.0,1.0,2018,Musculo-Skeletal System Drugs
1689,4296,2018-08-18,6.33,5.34,0.0,32.1,5.0,1.0,6.0,0.0,2018,Musculo-Skeletal System Drugs
1690,4297,2018-08-19,6.33,4.495,1.0,19.9,3.0,0.0,5.0,6.0,2018,Musculo-Skeletal System Drugs
1691,4298,2018-08-20,4.0,5.68,4.2,21.4,7.0,0.0,20.0,3.0,2018,Musculo-Skeletal System Drugs
1692,4299,2018-08-21,2.34,3.0,2.15,26.2,4.0,1.0,1.0,4.0,2018,Musculo-Skeletal System Drugs
1693,4300,2018-08-22,5.0,4.33,0.0,18.0,4.0,1.0,0.0,4.0,2018,Musculo-Skeletal System Drugs
1694,4301,2018-08-23,5.0,4.067,4.0,35.0,8.0,0.0,23.0,3.0,2018,Musculo-Skeletal System Drugs
1695,4302,2018-08-24,4.0,2.34,1.0,38.5,7.0,0.0,21.0,4.0,2018,Musculo-Skeletal System Drugs
1696,4303,2018-08-25,3.67,4.01,3.2,27.0,4.0,0.0,6.0,2.5,2018,Musculo-Skeletal System Drugs
1697,4304,2018-08-26,11.33,6.67,4.0,57.0,10.0,0.0,8.0,4.3,2018,Musculo-Skeletal System Drugs
1698,4305,2018-08-27,3.34,1.0,9.0,16.0,6.0,0.0,1.0,1.0,2018,Musculo-Skeletal System Drugs
1699,4306,2018-08-28,2.0,2.68,1.0,26.4,7.0,1.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1700,4307,2018-08-29,6.67,2.67,1.3,28.5,10.0,1.0,5.0,3.0,2018,Musculo-Skeletal System Drugs
1701,4308,2018-08-30,2.33,2.736,3.0,38.0,7.0,0.0,4.0,2.0,2018,Musculo-Skeletal System Drugs
1702,4309,2018-08-31,4.34,3.34,0.0,17.2,13.0,1.0,20.0,4.0,2018,Musculo-Skeletal System Drugs
1703,4310,2018-01-09,2.34,0.0,2.2,19.0,6.0,1.0,1.0,2.0,2018,Musculo-Skeletal System Drugs
1704,4311,2018-02-09,6.68,5.372999999999999,3.0,20.0,5.0,0.0,5.0,2.0,2018,Musculo-Skeletal System Drugs
1705,4312,2018-03-09,1.0,2.02,2.0,27.4,12.0,0.0,0.0,4.0,2018,Musculo-Skeletal System Drugs
1706,4313,2018-04-09,4.0,1.0859999999999999,1.0,22.0,7.0,0.0,3.0,2.0,2018,Musculo-Skeletal System Drugs
1707,4314,2018-05-09,6.5,3.33,1.5,28.0,11.0,0.0,3.0,2.0,2018,Musculo-Skeletal System Drugs
1708,4315,2018-06-09,6.66,4.056,3.0,18.4,13.0,0.0,5.0,0.0,2018,Musculo-Skeletal System Drugs
1709,4316,2018-07-09,2.0,1.746,4.0,42.0,6.0,0.0,22.0,7.7,2018,Musculo-Skeletal System Drugs
1710,4317,2018-08-09,10.0,2.34,6.1,35.4,12.0,0.0,10.0,1.0,2018,Musculo-Skeletal System Drugs
1711,4318,2018-09-09,4.0,5.944,0.0,50.0,2.0,0.0,0.0,5.0,2018,Musculo-Skeletal System Drugs
1712,4319,2018-10-09,7.0,2.406,2.0,49.4,14.0,3.0,1.0,2.0,2018,Musculo-Skeletal System Drugs
1713,4320,2018-11-09,9.0,2.7260000000000004,3.0,50.6,15.0,0.0,6.0,4.0,2018,Musculo-Skeletal System Drugs
1714,4321,2018-12-09,4.0,3.0,2.0,35.0,18.0,0.0,5.0,0.0,2018,Musculo-Skeletal System Drugs
1715,4322,2018-09-13,2.83,3.0860000000000003,1.0,20.6,5.0,2.0,12.0,2.0,2018,Musculo-Skeletal System Drugs
1716,4323,2018-09-14,8.0,7.02,4.0,54.0,7.0,0.0,1.0,2.0,2018,Musculo-Skeletal System Drugs
1717,4324,2018-09-15,6.0,2.01,4.0,19.7,6.0,0.0,10.0,4.4,2018,Musculo-Skeletal System Drugs
1718,4325,2018-09-16,3.33,0.67,3.25,24.25,6.0,1.0,7.0,3.0,2018,Musculo-Skeletal System Drugs
1719,4326,2018-09-17,3.0,2.33,3.75,44.4,10.0,1.0,5.0,0.0,2018,Musculo-Skeletal System Drugs
1720,4327,2018-09-18,4.34,3.0,3.7,20.0,6.0,0.0,1.0,5.0,2018,Musculo-Skeletal System Drugs
1721,4328,2018-09-19,6.0,3.68,2.0,26.0,10.0,0.0,9.0,7.0,2018,Musculo-Skeletal System Drugs
1722,4329,2018-09-20,2.0,4.067,2.0,24.2,13.0,1.0,0.0,5.0,2018,Musculo-Skeletal System Drugs
1723,4330,2018-09-21,4.66,5.837000000000001,1.0,33.1,10.0,0.0,1.0,3.0,2018,Musculo-Skeletal System Drugs
1724,4331,2018-09-22,6.0,3.833,1.5,31.6,6.0,1.0,23.0,3.0,2018,Musculo-Skeletal System Drugs
1725,4332,2018-09-23,7.34,9.439,3.25,42.861999999999995,9.0,0.0,8.0,5.0,2018,Musculo-Skeletal System Drugs
1726,4333,2018-09-24,7.33,3.67,5.5,53.8,7.0,0.0,9.0,2.0,2018,Musculo-Skeletal System Drugs
1727,4334,2018-09-25,6.0,4.736000000000001,3.3,53.85,11.0,0.0,22.0,2.0,2018,Musculo-Skeletal System Drugs
1728,4335,2018-09-26,3.0,9.0,6.0,41.4,9.0,1.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1729,4336,2018-09-27,4.0,6.567,4.6,19.0,11.0,0.0,7.0,3.0,2018,Musculo-Skeletal System Drugs
1730,4337,2018-09-28,2.0,4.68,3.7,40.6,3.0,0.0,5.0,3.0,2018,Musculo-Skeletal System Drugs
1731,4338,2018-09-29,3.5,5.33,2.15,57.7,4.0,0.0,21.0,1.0,2018,Musculo-Skeletal System Drugs
1732,4339,2018-09-30,11.01,2.01,2.0,54.0,9.0,1.0,3.0,3.0,2018,Musculo-Skeletal System Drugs
1733,4340,2018-01-10,3.0,4.9319999999999995,1.0,53.0,10.0,0.0,21.0,3.0,2018,Musculo-Skeletal System Drugs
1734,4341,2018-02-10,6.0,3.91,3.5,18.6,7.0,0.0,6.0,0.0,2018,Musculo-Skeletal System Drugs
1735,4342,2018-03-10,6.0,3.33,3.0,34.9,12.0,2.0,5.0,4.0,2018,Musculo-Skeletal System Drugs
1736,4343,2018-04-10,6.0,3.36,2.0,32.0,12.0,1.0,5.0,0.0,2018,Musculo-Skeletal System Drugs
1737,4344,2018-05-10,4.84,3.397,1.1,22.8,7.0,0.0,14.0,1.0,2018,Musculo-Skeletal System Drugs
1738,4345,2018-06-10,2.0,5.36,3.2,59.25,4.0,0.0,3.0,0.1,2018,Musculo-Skeletal System Drugs
1739,4346,2018-07-10,2.68,7.35,2.0,42.4,8.0,0.0,9.0,1.0,2018,Musculo-Skeletal System Drugs
1740,4347,2018-08-10,4.0,1.68,3.0,30.0,18.0,5.0,0.0,3.0,2018,Musculo-Skeletal System Drugs
1741,4348,2018-09-10,2.0,1.67,1.0,30.0,18.0,0.0,29.0,1.0,2018,Musculo-Skeletal System Drugs
1742,4349,2018-10-10,9.0,8.01,4.1,41.2,13.0,0.0,20.0,2.0,2018,Musculo-Skeletal System Drugs
1743,4350,2018-11-10,2.0,2.33,2.1,31.0,15.0,0.0,0.0,1.0,2018,Musculo-Skeletal System Drugs
1744,4351,2018-12-10,6.33,4.363,1.0,26.0,6.0,0.0,1.0,6.0,2018,Musculo-Skeletal System Drugs
1745,4352,2018-10-13,6.99,4.507,3.25,29.6,8.0,0.0,6.0,3.0,2018,Musculo-Skeletal System Drugs
1746,4353,2018-10-14,2.34,6.01,6.2,51.7,9.0,2.0,0.0,6.0,2018,Musculo-Skeletal System Drugs
1747,4354,2018-10-15,7.17,0.066,3.0,47.6,12.0,0.0,5.0,6.0,2018,Musculo-Skeletal System Drugs
1748,4355,2018-10-16,6.0,5.322,2.0,27.3,5.0,3.0,6.0,0.0,2018,Musculo-Skeletal System Drugs
1749,4356,2018-10-17,2.33,6.0,4.0,52.2,5.0,0.0,1.0,4.0,2018,Musculo-Skeletal System Drugs
1750,4357,2018-10-18,4.34,3.0,1.1,14.0,9.0,1.0,10.0,5.0,2018,Musculo-Skeletal System Drugs
1751,4358,2018-10-19,4.0,2.066,0.0,10.6,5.0,2.0,6.0,4.0,2018,Musculo-Skeletal System Drugs
1752,4359,2018-10-20,2.34,2.02,2.0,33.0,9.0,0.0,34.0,5.0,2018,Musculo-Skeletal System Drugs
1753,4360,2018-10-21,6.67,8.69,1.0,56.3,5.0,3.0,5.0,1.0,2018,Musculo-Skeletal System Drugs
1754,4361,2018-10-22,2.66,7.01,3.3,18.8,8.0,0.0,28.0,1.3,2018,Musculo-Skeletal System Drugs
1755,4362,2018-10-23,2.34,2.0,0.45,44.8,9.0,1.0,11.0,3.0,2018,Musculo-Skeletal System Drugs
1756,4363,2018-10-24,4.0,2.109,5.0,37.2,7.0,0.0,10.0,1.5,2018,Musculo-Skeletal System Drugs
1757,4364,2018-10-25,5.33,5.428999999999999,3.0,52.2,12.0,0.0,33.0,3.0,2018,Musculo-Skeletal System Drugs
1758,4365,2018-10-26,4.0,5.372999999999999,4.6,44.0,14.0,1.0,14.0,1.0,2018,Musculo-Skeletal System Drugs
1759,4366,2018-10-27,8.34,3.426,2.2,49.975,12.0,1.0,7.0,2.0,2018,Musculo-Skeletal System Drugs
1760,4367,2018-10-28,5.33,5.33,1.6,53.75,9.0,3.0,13.0,3.0,2018,Musculo-Skeletal System Drugs
1761,4368,2018-10-29,5.35,2.67,2.35,32.8,5.0,0.0,10.0,3.0,2018,Musculo-Skeletal System Drugs
1762,4369,2018-10-30,9.33,4.0,1.0,18.2,7.0,0.0,13.0,1.0,2018,Musculo-Skeletal System Drugs
1763,4370,2018-10-31,2.0,4.68,3.0,34.1,7.0,0.0,2.0,2.0,2018,Musculo-Skeletal System Drugs
1764,4371,2018-01-11,7.84,0.34,3.0,25.0,6.0,3.0,7.0,0.0,2018,Musculo-Skeletal System Drugs
1765,4372,2018-02-11,5.14,1.845,0.0,32.6,8.2,0.0,1.0,3.3,2018,Musculo-Skeletal System Drugs
1766,4373,2018-03-11,3.0,3.0,6.2,45.4,2.0,0.0,0.0,2.0,2018,Musculo-Skeletal System Drugs
1767,4374,2018-04-11,13.99,4.896,0.0,52.0,7.0,0.0,13.0,1.0,2018,Musculo-Skeletal System Drugs
1768,4375,2018-05-11,6.33,2.34,6.0,29.0,14.0,0.0,13.0,2.3,2018,Musculo-Skeletal System Drugs
1769,4376,2018-06-11,3.33,6.68,10.55,37.7,8.0,0.0,13.0,2.5,2018,Musculo-Skeletal System Drugs
1770,4377,2018-07-11,7.0,1.8630000000000002,3.0,38.9,15.0,3.0,8.0,0.0,2018,Musculo-Skeletal System Drugs
1771,4378,2018-08-11,3.0,1.5730000000000002,6.0,38.0,5.0,0.0,16.0,2.0,2018,Musculo-Skeletal System Drugs
1772,4379,2018-09-11,5.0,0.67,5.0,43.0,7.0,1.0,22.0,0.0,2018,Musculo-Skeletal System Drugs
1773,4380,2018-10-11,4.33,2.417,2.0,35.6,7.0,1.0,11.0,1.1,2018,Musculo-Skeletal System Drugs
1774,4381,2018-11-11,11.0,4.246,2.0,33.65,14.0,0.0,10.0,1.0,2018,Musculo-Skeletal System Drugs
1775,4382,2018-12-11,2.34,2.33,7.0,35.0,15.0,2.0,24.0,1.0,2018,Musculo-Skeletal System Drugs
1776,4383,2018-11-13,6.33,5.35,6.0,29.7,18.0,0.0,18.0,3.0,2018,Musculo-Skeletal System Drugs
1777,4384,2018-11-14,5.66,4.67,3.0,28.4,9.0,0.0,0.0,0.0,2018,Musculo-Skeletal System Drugs
1778,4385,2018-11-15,2.0,4.083,2.0,49.6,3.0,2.0,29.0,0.0,2018,Musculo-Skeletal System Drugs
1779,4386,2018-11-16,8.33,2.66,4.0,21.5,6.0,0.0,6.0,0.4,2018,Musculo-Skeletal System Drugs
1780,4387,2018-11-17,8.0,2.34,1.0,39.0,5.0,0.0,13.0,2.0,2018,Musculo-Skeletal System Drugs
1781,4388,2018-11-18,4.68,4.68,5.0,32.9,7.0,1.0,10.0,1.0,2018,Musculo-Skeletal System Drugs
1782,4389,2018-11-19,6.01,2.44,2.0,47.2,6.0,3.0,3.0,0.0,2018,Musculo-Skeletal System Drugs
1783,4390,2018-11-20,5.33,3.803,4.0,31.5,4.0,1.0,10.0,3.0,2018,Musculo-Skeletal System Drugs
1784,4391,2018-11-21,7.0,2.34,3.25,22.0,5.0,0.0,5.0,1.0,2018,Musculo-Skeletal System Drugs
1785,4392,2018-11-22,8.0,7.066,3.0,22.4,9.0,0.0,15.0,2.0,2018,Musculo-Skeletal System Drugs
1786,4393,2018-11-23,6.0,4.4719999999999995,3.0,29.6,13.0,1.0,24.0,3.0,2018,Musculo-Skeletal System Drugs
1787,4394,2018-11-24,5.66,5.78,5.0,29.2,11.0,0.0,7.0,0.3,2018,Musculo-Skeletal System Drugs
1788,4395,2018-11-25,5.33,3.593,3.15,19.1,6.0,1.0,3.0,2.0,2018,Musculo-Skeletal System Drugs
1789,4396,2018-11-26,5.33,2.34,2.0,36.3,15.0,1.0,16.0,3.0,2018,Musculo-Skeletal System Drugs
1790,4397,2018-11-27,8.0,4.67,2.0,41.5,2.0,0.0,5.0,2.0,2018,Musculo-Skeletal System Drugs
1791,4398,2018-11-28,3.0,5.67,1.0,24.4,15.0,2.0,8.0,4.0,2018,Musculo-Skeletal System Drugs
1792,4399,2018-11-29,4.33,4.32,1.0,22.6,7.0,0.0,1.0,3.0,2018,Musculo-Skeletal System Drugs
1793,4400,2018-11-30,1.0,3.01,1.0,22.4,3.0,0.0,0.0,2.5,2018,Musculo-Skeletal System Drugs
1794,4401,2018-01-12,7.0,8.779,2.05,41.0,7.0,3.0,13.0,2.0,2018,Musculo-Skeletal System Drugs
1795,4402,2018-02-12,3.17,5.779,10.0,65.7,6.0,0.0,27.0,8.0,2018,Musculo-Skeletal System Drugs
1796,4403,2018-03-12,6.0,5.083,2.1,44.0,13.0,0.0,13.0,1.0,2018,Musculo-Skeletal System Drugs
1797,4404,2018-04-12,2.5,3.0,3.0,32.2,11.0,0.0,5.0,3.0,2018,Musculo-Skeletal System Drugs
1798,4405,2018-05-12,5.33,3.7260000000000004,3.5,41.3,13.0,0.0,15.0,2.0,2018,Musculo-Skeletal System Drugs
1799,4406,2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Musculo-Skeletal System Drugs
1800,4407,2018-07-12,5.0,3.01,3.0,47.4,14.0,0.0,12.0,3.0,2018,Musculo-Skeletal System Drugs
1801,4408,2018-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Musculo-Skeletal System Drugs
1802,4409,2018-09-12,4.66,6.69,4.1,57.7,9.0,0.0,11.0,0.0,2018,Musculo-Skeletal System Drugs
1803,4410,2018-10-12,4.0,5.0,1.5,23.8,12.0,1.0,7.0,1.0,2018,Musculo-Skeletal System Drugs
1804,4411,2018-11-12,4.0,4.01,8.35,28.0,12.0,3.0,2.0,5.5,2018,Musculo-Skeletal System Drugs
1805,4412,2018-12-12,4.33,2.0,3.0,37.6,11.0,0.0,21.0,0.0,2018,Musculo-Skeletal System Drugs
1806,4413,2018-12-13,3.68,2.2430000000000003,3.0,47.5,6.0,0.0,6.0,0.0,2018,Musculo-Skeletal System Drugs
1807,4414,2018-12-14,2.0,2.0,0.2,23.4,2.0,1.0,29.0,1.0,2018,Musculo-Skeletal System Drugs
1808,4415,2018-12-15,4.0,2.34,3.45,62.4,5.0,0.0,26.0,2.3,2018,Musculo-Skeletal System Drugs
1809,4416,2018-12-16,1.33,4.32,0.2,27.0,3.0,0.0,7.0,1.0,2018,Musculo-Skeletal System Drugs
1810,4417,2018-12-17,6.34,2.01,5.0,53.0,6.0,1.0,22.0,2.0,2018,Musculo-Skeletal System Drugs
1811,4418,2018-12-18,0.33,2.4730000000000003,1.0,34.5,12.0,3.0,9.0,2.0,2018,Musculo-Skeletal System Drugs
1812,4419,2018-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Musculo-Skeletal System Drugs
1813,4420,2018-12-20,8.34,1.66,1.0,27.0,12.0,3.0,1.0,0.0,2018,Musculo-Skeletal System Drugs
1814,4421,2018-12-21,2.0,1.35,0.0,35.0,12.0,1.0,13.0,1.0,2018,Musculo-Skeletal System Drugs
1815,4422,2018-12-22,8.34,3.34,4.5,43.4,3.0,1.0,0.0,0.0,2018,Musculo-Skeletal System Drugs
1816,4423,2018-12-23,12.33,6.406000000000001,2.3,47.7,8.0,0.0,13.0,4.0,2018,Musculo-Skeletal System Drugs
1817,4424,2018-12-24,8.67,4.35,1.0,32.0,20.0,0.0,8.0,1.0,2018,Musculo-Skeletal System Drugs
1818,4425,2018-12-25,8.0,6.0760000000000005,5.1,42.6,9.0,3.0,21.0,2.0,2018,Musculo-Skeletal System Drugs
1819,4426,2018-12-26,1.0,0.66,2.15,50.0,8.0,1.0,13.0,2.0,2018,Musculo-Skeletal System Drugs
